STATION,DATE,REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HeavyFog,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE2,SOURCE3,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset,TStorms,WindEquipmentChangeDate
72505394728,2019-06-20T00:02:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.77,66,67,,BR:1 ||,,,97,,OVC:08 3,29.6,2,66,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09006/20/19 00:02:02 SPECI KNYC 200502Z 00000KT 2SM BR OVC003 19/19 A2977 RMK AO2 T01940189 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T00:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.74,65,66,0,BR:1 ||,0.03,8,96,29.72,OVC:08 3,29.57,2.5,65,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12506/20/19 00:51:02 METAR KNYC 200551Z VRB03KT 2 1/2SM BR OVC003 19/18 A2974 RMK AO2 SLP063 60000 T01890183 10200 20189 58010 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T01:28:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.73,64,66,,BR:1 ||,,,93,,OVC:08 2,29.56,1.75,65,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09406/20/19 01:28:02 SPECI KNYC 200628Z 00000KT 1 3/4SM BR OVC002 19/18 A2973 RMK AO2 T01890178 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T01:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.72,64,66,T,-RA:02 BR:1 |RA |RA,,,93,29.7,OVC:08 2,29.55,1.75,65,60,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11706/20/19 01:51:02 METAR KNYC 200651Z 06003KT 1 3/4SM -RA BR OVC002 19/18 A2972 RMK AO2 RAB48 SLP056 P0000 T01890178 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T02:21:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.73,64,65,0.01,BR:1 ||,,,97,,OVC:08 2,29.56,2,64,60,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10206/20/19 02:21:02 SPECI KNYC 200721Z 06004KT 2SM BR OVC002 18/18 A2973 RMK AO2 RAE20 P0001 T01830178 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T02:28:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.72,64,65,0.01,BR:1 ||,,,97,,OVC:08 2,29.55,1.75,64,60,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10606/20/19 02:28:02 SPECI KNYC 200728Z 06004KT 1 3/4SM BR OVC002 18/18 A2972 RMK AO2 RAE20 P0001 T01830178 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T03:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,64,65,T,BR:1 ||,0.05,6,97,29.67,OVC:08 2,29.53,1.5,64,60,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12506/20/19 03:51:02 METAR KNYC 200851Z 06004KT 1 1/2SM BR OVC002 18/18 A2970 RMK AO2 RAE00 SLP047 P0000 60001 T01830178 56016 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T04:24:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.71,64,65,,BR:1 ||,,,97,,VV:09 2,29.54,0.75,64,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09106/20/19 04:24:02 SPECI KNYC 200924Z VRB03KT 3/4SM BR VV002 18/18 A2971 RMK AO2 T01830178 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T04:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.71,64,65,T,-RA:02 BR:1 |RA |RA,,,97,29.68,VV:09 2,29.54,0.75,64,70,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11406/20/19 04:51:02 METAR KNYC 200951Z 07004KT 3/4SM -RA BR VV002 18/18 A2971 RMK AO2 RAB44 SLP050 P0000 T01830178 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T04:58:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.71,64,65,T,-RA:02 BR:1 |RA |RA,,,97,,VV:09 2,29.54,1,64,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10306/20/19 04:58:02 SPECI KNYC 200958Z 00000KT 1SM -RA BR VV002 18/18 A2971 RMK AO2 P0000 T01830178 $ RTX,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T05:47:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69,64,64,0.04,-RA:02 BR:1 |RA |RA,,,100,,OVC:08 3,29.52,2,64,50,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09006/20/19 05:47:02 SPECI KNYC 201047Z 05004KT 2SM -RA BR OVC003 18/18 A2969 RMK AO2 P0004 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T05:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69,64,65,0.04,-RA:02 BR:1 |RA |RA,,,97,29.66,OVC:08 3,29.52,2.5,64,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11106/20/19 05:51:02 METAR KNYC 201051Z 00000KT 2 1/2SM -RA BR OVC003 18/18 A2969 RMK AO2 SLP044 P0004 T01830178 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T06:01:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,64,65,T,BR:1 ||,,,97,,OVC:08 3,29.53,0.75,64,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11006/20/19 06:01:02 SPECI KNYC 201101Z 00000KT 3/4SM BR OVC003 18/18 A2970 RMK AO2 RAE1058 P0000 T01830178 $ RTX,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T06:13:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69,65,66,T,BR:1 ||,,,96,,OVC:08 3,29.52,2,65,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10406/20/19 06:13:02 SPECI KNYC 201113Z 00000KT 2SM BR OVC003 19/18 A2969 RMK AO2 RAE1058 P0000 T01890183 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T06:46:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68,64,66,T,-RA:02 BR:1 |RA |RA,,,94,,OVC:08 3,29.51,1.75,65,50,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10506/20/19 06:46:02 SPECI KNYC 201146Z 05005KT 1 3/4SM -RA BR OVC003 19/18 A2968 RMK AO2 RAE1058B45 P0000 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T06:49:00,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68,64,66,,-RA:02 BR:1 |RA |RA,,,94,,OVC:08 3,29.51,2,65,60,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10606/20/19 06:49:02 SPECI KNYC 201149Z 06005KT 2SM -RA BR OVC003 19/18 A2968 RMK AO2 RAE1058B45 P0000 $ FIBI,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T06:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68,65,66,T,BR:1 ||,0.01,7,96,29.65,OVC:08 3,29.51,2,65,50,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET14706/20/19 06:51:02 METAR KNYC 201151Z 05004KT 2SM BR OVC003 19/18 A2968 RMK AO2 RAE1058B45E50 SLP042 P0000 60005 70016 T01890183 10194 20183 57002 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T07:12:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.67,65,66,,BR:1 ||,,,96,,OVC:08 2,29.5,1.75,65,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09406/20/19 07:12:02 SPECI KNYC 201212Z 00000KT 1 3/4SM BR OVC002 19/18 A2967 RMK AO2 T01890183 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T07:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66,66,67,0,BR:1 ||,,,97,29.63,OVC:08 2,29.49,1.25,66,90,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10106/20/19 07:51:02 METAR KNYC 201251Z 09003KT 1 1/4SM BR OVC002 19/19 A2966 RMK AO2 SLP035 T01940189 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T08:29:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66,67,68,,BR:1 ||,,,96,,OVC:08 2,29.49,2,67,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09006/20/19 08:29:02 SPECI KNYC 201329Z VRB03KT 2SM BR OVC002 20/19 A2966 RMK AO2 T02000194 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T08:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66,67,68,0,BR:1 ||,,,96,29.63,OVC:08 3,29.49,2,67,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09706/20/19 08:51:02 METAR KNYC 201351Z VRB03KT 2SM BR OVC003 20/19 A2966 RMK AO2 SLP035 T02000194 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T09:03:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66,67,68,,BR:1 ||,,,96,,OVC:08 3,29.49,1.75,67,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09406/20/19 09:03:02 SPECI KNYC 201403Z 00000KT 1 3/4SM BR OVC003 20/19 A2966 RMK AO2 T02000194 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T09:39:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.65,67,69,,BR:1 ||,,,93,,OVC:08 4,29.48,2,68,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09006/20/19 09:39:02 SPECI KNYC 201439Z 00000KT 2SM BR OVC004 21/19 A2965 RMK AO2 T02060194 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T09:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.65,67,69,0,BR:1 ||,0.04,6,93,29.62,OVC:08 4,29.48,2,68,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10306/20/19 09:51:02 METAR KNYC 201451Z 00000KT 2SM BR OVC004 21/19 A2965 RMK AO2 SLP030 T02060194 56012 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T10:14:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.65,67,69,,BR:1 ||,,,93,,OVC:08 4,29.48,3,68,40,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09006/20/19 10:14:02 SPECI KNYC 201514Z 04003KT 3SM BR OVC004 21/19 A2965 RMK AO2 T02060194 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T10:48:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63,70,72,,BR:1 ||,,,94,,OVC:08 5,29.46,3,71,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET08006/20/19 10:48:02 SPECI KNYC 201548Z 00000KT 3SM BR OVC005 22/21 A2963 RMK AO2 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T10:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63,69,71,0,BR:1 ||,,,94,29.61,OVC:08 5,29.46,3,70,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09706/20/19 10:51:02 METAR KNYC 201551Z 00000KT 3SM BR OVC005 22/21 A2963 RMK AO2 SLP026 T02170206 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T11:49:00,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,72,75,,BR:1 ||,,,89,,BKN:07 10 OVC:08 42,29.43,5,73,VRB,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09206/20/19 11:49:02 SPECI KNYC 201649Z VRB04KT 5SM BR BKN010 OVC042 24/22 A2960 RMK AO2 $ FIBI,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T11:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,71,76,0,HZ:7 |FU |HZ,,,85,29.57,BKN:07 10 OVC:08 42,29.43,5,73,140,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10406/20/19 11:51:02 METAR KNYC 201651Z 14007KT 5SM HZ BKN010 OVC042 24/22 A2960 RMK AO2 SLP015 T02440217 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T12:26:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.58,72,77,,HZ:7 |FU |HZ,,,85,,OVC:08 15,29.41,5,74,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09006/20/19 12:26:02 SPECI KNYC 201726Z 00000KT 5SM HZ OVC015 25/22 A2958 RMK AO2 T02500222 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T12:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.57,72,76,0,BR:1 ||,0.06,8,88,29.54,OVC:08 17,29.4,5,73,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11506/20/19 12:51:02 METAR KNYC 201751Z 00000KT 5SM BR OVC017 24/22 A2957 RMK AO2 SLP004 T02440222 10250 20189 58021 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T13:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,72,77,0,,,,85,29.52,BKN:07 20 OVC:08 27,29.37,7,74,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10106/20/19 13:51:02 METAR KNYC 201851Z VRB03KT 7SM BKN020 OVC027 25/22 A2954 RMK AO2 SLP995 T02500222 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T14:27:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,72,76,T,RA:02 BR:1 |RA |RA,,,88,,SCT:04 21 BKN:07 28 OVC:08 45,29.37,1.75,73,VRB,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12306/20/19 14:27:02 SPECI KNYC 201927Z VRB04KT 1 3/4SM RA BR SCT021 BKN028 OVC045 24/22 A2954 RMK AO2 RAB25 P0000 T02440222 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T14:42:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,73,75,0.02,-RA:02 BR:1 |RA |RA,,,94,,BKN:07 16 BKN:07 23 OVC:08 31,29.37,2.5,74,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12406/20/19 14:42:02 SPECI KNYC 201942Z 00000KT 2 1/2SM -RA BR BKN016 BKN023 OVC031 24/23 A2954 RMK AO2 RAB25 P0002 T02390228 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T14:44:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,73,75,0.02,-RA:02 BR:1 |RA |RA,,,94,,SCT:04 14 BKN:07 19 OVC:08 39,29.37,3,74,140,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12006/20/19 14:44:02 SPECI KNYC 201944Z 14004KT 3SM -RA BR SCT014 BKN019 OVC039 24/23 A2954 RMK AO2 RAB25 P0002 T02390228 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T14:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,73,75,0.02,BR:1 ||,,,94,29.51,SCT:04 14 BKN:07 26 BKN:07 43,29.37,3,74,140,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12606/20/19 14:51:02 METAR KNYC 201951Z 14003KT 3SM BR SCT014 BKN026 BKN043 24/23 A2954 RMK AO2 RAB25E46 SLP993 P0002 T02390228 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T14:59:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.53,73,75,,BR:1 ||,,,94,,SCT:04 18 BKN:07 48 BKN:07 100,29.36,3,74,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10406/20/19 14:59:02 SPECI KNYC 201959Z VRB03KT 3SM BR SCT018 BKN048 BKN100 24/23 A2953 RMK AO2 T02390228 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T15:25:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.52,72,74,0.01,+RA:02 BR:1 |RA |RA,,,94,,FEW:02 35 SCT:04 75 BKN:07 110,29.35,1.5,73,150,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12406/20/19 15:25:02 SPECI KNYC 202025Z 15003KT 1 1/2SM +RA BR FEW035 SCT075 BKN110 23/22 A2952 RMK AO2 RAB14 P0001 T02330222 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T15:33:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.52,72,73,0.09,+RA:02 FG:2 |FG RA |RA,,,96,,SCT:04 32 BKN:07 75 BKN:07 90,29.35,0.5,72,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12206/20/19 15:33:02 SPECI KNYC 202033Z 00000KT 1/2SM +RA FG SCT032 BKN075 BKN090 23/22 A2952 RMK AO2 RAB14 P0009 T02280222 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T15:51:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.51,72,73,0.2,RA:02 FG:2 |FG RA |RA,0.06,6,96,29.49,SCT:04 32 BKN:07 40 OVC:08 70,29.34,0.25,72,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET14006/20/19 15:51:02 METAR KNYC 202051Z 00000KT 1/4SM RA FG SCT032 BKN040 OVC070 23/22 A2951 RMK AO2 RAB14 SLP985 P0019 60021 T02280222 56020 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T16:02:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.51,73,75,0.01,-RA:02 BR:1 |RA |RA,,,94,,SCT:04 36 BKN:07 44 OVC:08 70,29.34,1.75V,74,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12606/20/19 16:02:02 SPECI KNYC 202102Z VRB03KT 1 3/4SM -RA BR SCT036 BKN044 OVC070 24/23 A2951 RMK AO2 VIS 1V3 P0001 T02390228 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T16:09:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.51,74,75,0.02,-RA:02 BR:1 |RA |RA,,,96,,SCT:04 36 BKN:07 44,29.34,2.5,74,50,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11106/20/19 16:09:02 SPECI KNYC 202109Z 05003KT 2 1/2SM -RA BR SCT036 BKN044 24/23 A2951 RMK AO2 P0002 T02390233 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T16:11:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.51,74,75,0.02,-RA:02 BR:1 |RA |RA,,,96,,FEW:02 7 SCT:04 36 BKN:07 42,29.34,3,74,50,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11406/20/19 16:11:02 SPECI KNYC 202111Z 05003KT 3SM -RA BR FEW007 SCT036 BKN042 24/23 A2951 RMK AO2 P0002 T02390233 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T16:27:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.52,73,75,0.02,BR:1 ||,,,94,,SCT:04 8 BKN:07 38 BKN:07 49,29.35,2.5,74,140,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12006/20/19 16:27:02 SPECI KNYC 202127Z 14004KT 2 1/2SM BR SCT008 BKN038 BKN049 24/23 A2952 RMK AO2 RAE14 P0002 T02390228 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T16:35:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.52,72,74,0.02,BR:1 ||,,,94,,BKN:07 8,29.35,2,73,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11406/20/19 16:35:02 SPECI KNYC 202135Z VRB03KT 2SM BR BKN008 23/22 A2952 RMK AO2 RAE14 CIG 006V011 P0002 T02330222 $,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72505394728,2019-06-20T16:49:00,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.52,72,73,,BR:1 ||,,,94,,OVC:08 8,29.35,1.75,72,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10106/20/19 16:49:02 SPECI KNYC 202149Z VRB03KT 1 3/4SM BR OVC008 23/22 A2952 RMK AO2 RAE14 P0002 $ FIBI,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
